source	authors	year	type	title	journal	url	abstract	rater_1	excl_english_1	excl_groupstudy_1	excl_age_1	excl_healthy_1	excl_task_1	excl_stats_1	include_1	comment_1	rater_2	excl_english_2	excl_groupstudy_2	excl_age_2	excl_healthy_2	excl_task_2	excl_stats_2	include_2	comment_2	code_1	code_2	code_match	code_discuss	code_final	bin_1	bin_2	bin_match
database	Krüger, M.; Krist, H.	2009	journalArticle	Imagery and motor processes - When are they connected? The mental rotation of body parts in development	Journal of Cognition and Development	https://doi.org/10.1080/15248370903389341	Motor influences on the mental transformation of body parts have been observed in both children and adults. Previous findings indicated that these influences were more pronounced in children than in adults, suggesting a stronger link between motor processes and imagery in children. The present series of two experiments casts doubt on the general validity of such an interpretation. Kindergartners' (aged 5-6 years), first graders' (aged 7 years), and adults' performance in the mental rotation of pictures of body parts was monitored for influences of internal representations of motor constraints (motor effect). In both experiments, evidence for mental rotation was obtained for each group. Unexpectedly, kindergarten boys made significantly more errors than kindergarten girls. A motor effect was only found in the second experiment, where it was least pronounced in the youngest age group. Our results suggest that mental transformations of body parts do not necessarily involve motor processes and that embodiment may become stronger with development rather than weaker with certain tasks. © 2009 Taylor & Francis Group, LLC.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Krüger, Markus	2018	journalArticle	Three-Year-Olds Solved a Mental Rotation Task Above Chance Level, but No Linear Relation Concerning Reaction Time and Angular Disparity Presented Itself.	Frontiers in psychology	https://doi.org/10.3389/fpsyg.2018.01796	Three-year-olds and 4-year-olds have severe difficulties solving standard mental rotation tasks. Only 5-year-olds solve such tasks above chance reliably. In contrast  studies relying on simplified mental rotation tasks indicate that infants  discriminate between an object and its mirror image. Furthermore in another  simplified mental rotation task with 3-year-olds, a linear relation between angular  disparity and reaction time typical for mental rotation was revealed. Therefore it  was assumed that 3-year-olds' capabilities are underestimated. In the current study,  3-year-olds were trained in two isolated sessions to solve standard mental rotation  tasks and were tested in a third session. Three-year-olds solved this test above  chance as a group - a substantial number of them doing so on an individual level.  However, a linear relation between angular disparity and reaction time, that would  indicate an analog mental transformation, was not discernable. Nevertheless, these  findings are in accordance with a continuous line describing mental rotation in  infants and older children. And, these also indicate that children's mental rotation  capabilities might be underestimated.	SK	0	0	0	0	0	0	1	uploaded to include folder	AE	0	0	1	0	0	0	0		7	3	0	3	3	1	0	0
database	Krüger, Markus; Ebersbach, Mirjam	2018	journalArticle	Mental rotation and the human body: Children's inflexible use of embodiment mirrors that of adults.	The British journal of developmental psychology	https://doi.org/10.1111/bjdp.12228	Adults' mental rotation performance with body-like stimuli is enhanced if these stimuli are anatomically compatible with a human body, but decreased by anatomically  incompatible stimuli. In this study, we investigated these effects for  kindergartners and first-graders: When asked to mentally rotate cube configurations  attached with human body parts in an anatomically compatible way, allowing for the  projection of a human body, children performed better than with pure cube  combinations. By contrast, when body parts were attached in an anatomically  incompatible way, disallowing the projection of a human body, children performed  worse than with pure combinations. This experiment is of specific interest against  the background of two different theoretical approaches concerning imagery and the  motor system in development: One approach assumes an increasing integration of motor  processes and imagery over time that enables older children and adults to  requisition motor resources for imagery processes, while the other postulates that  imagery stems from early sensorimotor processes in the first place, and is  disentangled from it over time. The finding that children of the two age groups  tested show exactly the same effects as adults when mentally rotating anatomically  compatible and incompatible stimuli is interpreted in favour of the latter approach.  Statement of contribution What is already known on this subject? In mental rotation,  adults perform better when rotating anatomically possible stimuli as compared to  rotating standard cube combinations. Performance is worse when rotating anatomically  impossible stimuli. What does this study add? The present study shows that  children's mental transformations mirror those of adults in these respects. In case  of the anatomically impossible stimuli, this highlights an inflexible use of  embodiment in both age groups. This is in line with the Piagetian assumption of  imagery being based on sensorimotor processes.	SK	0	0	1	0	0	0	0	only kindergartners > 5 y included	AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kubicek, C.; Schwarzer, G.	2018	journalArticle	On the relation between infants' spatial object processing and their motor skills	Journal of Motor Learning and Development	https://doi.org/10.1123/jmld.2016-0062	From birth, infants encounter an environment full of objects and learn rapidly about their spatial characteristics. According to Newcombe, Uttal, and Sauter (2013), spatial development includes (1) the development of intraobject representations with the ability to transform them by mental rotation, and (2) the development of interobject representations with the ability to find and predict certain object locations. Infants' remarkable improvements of these two strands of spatial object processing raise the major question of which factors may drive them. In this article, we discuss the extent to which infants' development of intra- and interobject representations is related to their emerging motor skills. In particular, we provide a review on how far infants' development of mental object rotation ability and their ability to localize objects are related to their manual object exploration and locomotion skills. We document a bulk of evidence suggesting such a link between infants' motor development and their spatial object processing and also discuss and critically reconsider the implications of these studies. © 2017 Human Kinetics, Inc.	SK	0	0	0	0	0	0	1	used https://pubmed.ncbi.nlm.nih.gov/28236718/ as the other link was unaccessible. Added to include folder since it is promising	AE	0	1	0	0	0	0	0	Relevant review	7	2	0	2	2	1	0	0
reference	Kubicek, Claudia; Jovanovic, Bianca; Schwarzer, Gudrun	2017	journalArticle	The relation between crawling and 9-month-old infants’ visual prediction abilities in spatial object processing	Journal of Experimental Child Psychology	https://doi.org/10.1016/j.jecp.2016.12.009		SK	0	0	0	0	1	0	0		ASK	0	0	0	0	1	0	0		5	5	1	NA	5	0	0	1
database	Kucian, K.; von Aster, M.; Loenneker, T.; Dietrich, T.; Mast, F. W.; Martin, E.	2007	journalArticle	Brain activation during mental rotation in school children and adults.	Journal of neural transmission (Vienna, Austria : 1996)	https://doi.org/10.1007/s00702-006-0604-5	Mental rotation is a complex cognitive skill depending on the manipulation of mental representations. We aimed to investigate the maturing neuronal network for mental  rotation by measuring brain activation in 20 children and 20 adults using functional  magnetic resonance imaging. Our results indicate that brain activation patterns are  very similar between children and adults. However, adults exhibit stronger  activation in the left intraparietal sulcus compared to children. This finding  suggests a shift of activation from a predominantly right parietal activation in  children to a bilateral activation pattern in adults. Furthermore, adults show a  deactivation of the posterior cingulate gyrus and precuneus, which is not observed  in children. In conclusion, developmental changes of brain activation during mental  rotation are leading to a bilateral parietal activation pattern and faster  performance.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kudlackova, K.V.	2016	bookSection	Mental transformation of a professional tennis player in four months	Global Practices and Train. in Applied Sport, Exercise, and Performance Psychology: A Case Study Approach	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107586515&doi=10.4324%2f9781315624969-15&partnerID=40&md5=58630926ca3005bd6130c5af1d4ec164	The role of the teacher in physical education is to help the child develop the knowledge and skills necessary to maintain lifetime activity and fitness, and to become independent in his or her physical activity and fitness pursuits. However, physical education has a range of objectives and represents only 2 percent of young person’s waking time, at least half of which involves only light physical activity. While physical education plays an important role in children’s learning about health and physical activity, it should only be considered as part of a whole-school approach. Whole-school interventions are identified as one of seven investments that work for the promotion of physical activity by the Global Advocacy for Physical Activity. These interventions have the potential to reach the majority of children, as in many countries physical education is mandatory. The value of physical education in schools, the teachers’ and children’s understanding of physical education, the school’s overall physical education program and physical education ethos. © 2016 Taylor & Francis.	SK	0	1	0	0	0	0	0		AE	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	Kulak, Alison Grace	1993	thesis	Spatial processing and arithmetic performance		https://www.proquest.com/dissertations-theses/spatial-processing-arithmetic-performance/docview/304042023/se-2?accountid=11531	There are strong reasons for believing that visuo-spatial skills are important to arithmetic performance. For example, correlations between spatial skills and arithmetic performance have been observed among children at all levels of arithmetic ability (i.e., arithmetic learning disabled to mathematically gifted). In the present experiments, Baddeley's model of working memory was used as a framework to assess the hypothesis that codes associated with the visuo-spatial sketchpad mediate performance on a complex addition task. In the first experiment, adults solved double- plus single-digit arithmetic problems (e.g., 35 + 7) while also retaining either a verbal or a spatial working-memory load. The most intriguing finding was that less-skilled subjects showed improved performance in the experimental condition that would be expected to be most demanding of a visuo-spatial code. It was hypothesized that subjects' improved performance could be attributed to a shift in the types of solution strategies used to solve the addition problems: From relatively demanding procedural strategies (e.g., counting) to less-demanding retrieval strategies (e.g., direct retrieval of the sum). In the second experiment the strategy shift hypothesis was tested using a similar experimental procedure, in which subjects also reported the strategy used to solve the addition problem. The analyses of the strategy data supported the strategy-shift hypothesis: Less-skilled subjects reported relying more on retrieval strategies in the experimental condition most demanding of visuo-spatial codes than in the less demanding conditions. It was also hypothesized that children's arithmetic performance may be more dependent on visuo-spatial codes than that of adults. In the third experiment, sixth grade children completed the same set of problems completed by adults in the first experiment. Overall the problems were more difficult for children than for adults. Again, a subgroup of subjects showed improved performance in the condition most demanding of visuo-spatial codes; in this experiment, however, it was skilled subjects who shoed improved performance. These results support the hypothesis that visuo-spatial codes are involved in arithmetic performance, and suggest that particular sub-groups of subjects are especially reliant on spatially-mediated solution strategies.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kulp, Marjean Taylor; Sortor, Jennifer Mazzola	2003	journalArticle	Clinical value of the Beery visual-motor integration supplemental tests of visual perception and motor coordination.	Optometry and vision science : official publication of the American Academy of Optometry	https://doi.org/10.1097/00006324-200304000-00009	PURPOSE: Children may perform poorly on a test of visual-motor integration due to deficits in one or more of the following: visual analysis/visual spatial ability,  motor coordination, visual conceptualization, or visual-motor integration. The VMI  Supplemental Developmental Test of Visual Perception (VP) and VMI Supplemental  Developmental Test of Motor Coordination (MC) were developed to help differentiate  between such difficulties after administration of the Beery-Buktenica Developmental  Test of Visual-Motor Integration (VMI). However, the clinical value of the VMI  supplemental tests has not been reported. METHOD: The VMI, VP, and MC were  administered to 193 children (mean age = 8.77 years). RESULTS: Multiple linear  regression revealed that the supplemental tests were significantly related to the  VMI (VP: beta = 0.212 +/- 0.044, p < 0.001; MC: beta = 0.422 +/- 0.299, p < 0.001)  but explained only 36.2% of the variance in the VMI. Poor performance was defined as  a score >1 SD below the mean for study population norms and below the 16th  percentile for published norms. Using study population norms, 35 children did poorly  on the VMI, 20% of whom scored poorly on VP, 14.3% of whom scored poorly on MC,  17.1% of whom scored poorly on both supplemental tests, and 48.6% of whom scored  within normal on both supplemental tests. Using the published norms, 40 children  scored poorly on the VMI. Twenty-eight children scored poorly on VP, 39% of whom  scored within normal on the VMI. Fifty-six children scored poorly on MC, 54% of whom  scored within normal on the VMI. CONCLUSION: There was a significant amount of  variance in performance on the VMI that was not explained by performance on the  tests of VP or MC alone. Each area should be individually assessed during the visual  perceptual examination of children, regardless of performance on the VMI. Even  children who perform within normal limits on the VMI may show a deficit in VP or MC.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kumpulainen, S.M.; Heinonen, K.; Pesonen, A.-K.; Salonen, M.K.; Andersson, S.; Lano, A.; Wolke, D.; Kajantie, E.; Eriksson, J.G.; Raikkonen, K.	2017	journalArticle	Childhood cognitive ability and physical activity in young adulthood	Health Psychology	https://doi.org/10.1037/hea0000493	Childhood cognitive ability is associated with lifestyle in adulthood, including self-reported physical activity (PA). We examined whether childhood cognitive ability is associated with objectively measured PA and sedentary time (ST) in young adulthood. Method: Participants of the Arvo Ylppö Longitudinal Study (n × 500) underwent tests of general reasoning, visuomotor integration, verbal competence, and language comprehension at the age of 56 months yielding a general intelligence factor score; at the age of 25 years they wore omnidirectional accelerometers for 9 days (range × 4-10 days) measuring overall daily PA (counts per minute, cpm), ST, and light and moderate-to-vigorous PA (MVPA) (minutes), and completed a questionnaire on occupational, commuting, leisure-time conditioning and nonconditioning PA. Results: After adjustment for sex, age, BMI-for-age SD score at 56 months. and mean of valid minutes of measurement period for PA, per each 1 SD increase in the childhood general intelligence factor score, overall daily PA decreased by -8.99 cpm/day, ST increased by 14.93. © 2017 American Psychological Association.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kumpulainen, S.M.; Heinonen, K.; Salonen, M.K.; Andersson, S.; Wolke, D.; Kajantie, E.; Eriksson, J.G.; Raikkonen, K.	2016	journalArticle	Childhood cognitive ability and body composition in adulthood	Nutrition and Diabetes	https://doi.org/10.1038/nutd.2016.30	Background:Childhood cognitive ability has been identified as a novel risk factor for adulthood overweight and obesity as assessed by adult body mass index (BMI). BMI does not, however, distinguish fat-free and metabolically harmful fat tissue. Hence, we examined the associations between childhood cognitive abilities and body fat percentage (BF%) in young adulthood.Methods:Participants of the Arvo Ylppö Longitudinal Study (n=816) underwent tests of general reasoning, visuomotor integration, verbal competence and language comprehension (M=100; s.d.=15) at the age of 56 months. At the age of 25 years, they underwent a clinical examination, including measurements of BF% by the InBody 3.0 eight-polar tactile electrode system, weight and height from which BMI (kg m-2) was calculated and waist circumference (cm).Results:After adjustments for sex, age and BMI-for-age s.d. score at 56 months, lower general reasoning and visuomotor integration in childhood predicted higher BMI (kg m-2) increase per s.d. unit decrease in cognitive ability (-0.32, 95% confidence interval -0.60,-0.05; -0.45, -0.75,-0.14, respectively) and waist circumference (cm) increase per s.d. unit decrease in cognitive ability (-0.84, -1.56,-0.11; -1.07,-1.88,-0.26, respectively) in adulthood. In addition, lower visuomotor integration predicted higher BF% per s.d. unit decrease in cognitive ability (-0.62,-1.14,-0.09). Associations between general reasoning and BMI/waist were attenuated when adjusted for smoking, alcohol consumption, intake of fruits and vegetables and physical activity in adulthood, and all associations, except for visuomotor integration and BMI, were attenuated when adjusted for parental and/or own attained education and/or birth weight.Conclusions:Of the measured childhood cognitive abilities, only lower visuomotor integration was associated with BF% in adulthood. This challenges the view that cognitive ability, at least when measured in early childhood, poses a risk for adiposity in adulthood, as characterized by higher BF%. © The Author(s) 2016.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kuschner, E.S.; Bodner, K.E.; Minshew, N.J.	2009	journalArticle	Local vs. global approaches to reproducing the Rey Osterrieth Complex Figure by children, adolescents, and adults with high-functioning autism	Autism Research	https://doi.org/10.1002/aur.101	Individuals with autism have an atypical pattern of visual processing. Various studies have provided evidence that individuals with autism perceive the details of stimuli before the gestalt, the reverse of the typical pattern of visual processing. This study used the Rey Osterreith Complex Figure (ROCF) task and an objective scoring system to examine local/global processing approaches to its reproduction in 37 individuals diagnosed with high-functioning autism (HFA) compared to 49 age-, IQ-, and gender-matched typically developing controls (TD). The sample was divided into children (aged 8-14 years) and adolescents/adults (aged 15-47 years) to assess age effects. Results showed no difference in overall performance on the ROCF between HFA and TD children. TD participants displayed improved organizational and planning skills with age and a shift to global processing approaches, but there were no differences in performance between children and adolescents/adults with HFA. There was no evidence of enhanced local processing in either HFA group. These findings suggest that HFA individuals with average IQ scores do not have the clinically demonstrable evidence of the enhanced local processing thought to reflect increased local brain connectivity in more severely autistic individuals. The deficient global processing of the HFA adults reflects dependence of performance on impaired strategic problem-solving abilities, which has been demonstrated to result from under development of neural connectivity between visuo-spatial and frontal brain regions in HFA adults. © 2009 International Society for Autism Research, Wiley Periodicals, Inc.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Kwon, Junghyun; Lee, Hee Seok; Park, Frank C.; Lee, Kyoung Mu	2014	journalArticle	A Geometric Particle Filter for Template-Based Visual Tracking.	IEEE transactions on pattern analysis and machine intelligence	https://doi.org/10.1109/TPAMI.2013.170	Existing approaches to template-based visual tracking, in which the objective is to continuously estimate the spatial transformation parameters of an object template  over video frames, have primarily been based on deterministic optimization, which as  is well-known can result in convergence to local optima. To overcome this limitation  of the deterministic optimization approach, in this paper we present a novel  particle filtering approach to template-based visual tracking. We formulate the  problem as a particle filtering problem on matrix Lie groups, specifically the  three-dimensional Special Linear group SL(3) and the two-dimensional affine group  Aff(2). Computational performance and robustness are enhanced through a number of  features: (i) Gaussian importance functions on the groups are iteratively  constructed via local linearization; (ii) the inverse formulation of the Jacobian  calculation is used; (iii) template resizing is performed; and (iv) parent-child  particles are developed and used. Extensive experimental results using challenging  video sequences demonstrate the enhanced performance and robustness of our particle  filtering-based approach to template-based visual tracking. We also show that our  approach outperforms several state-of-the-art template-based visual tracking methods  via experiments using the publicly available benchmark data set.	SK	0	1	0	0	0	0	0		AE	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	Kyle, J.; Fox, H.C.; Whalley, L.J.	2010	journalArticle	Caffeine, cognition, and socioeconomic status	Journal of Alzheimer's Disease	https://doi.org/10.3233/JAD-2010-1409	There is interest in age-related cognitive decline and environmental risk factors for Alzheimer's disease (AD). This interest is focused on individual differences in exposure to agents that may harm or protect cognitive function. Caffeine is used as a short acting mental stimulant and may possess longer-term properties that protect against age-related decline and, possibly, AD. The current study aimed to: 1) examine current cognitive function in a narrow age range sample (n=351) without dementia (MMSE>25) who are, by reason of age, entering the period of increased risk of AD; and 2) link cognitive function to self-reported intake of caffeine and socioeconomic status (SES). Possible confounding by gender, childhood intelligence, education, and symptoms of anxiety and depression was introduced into the statistical model. There were significant differences between SES groups in caffeine intake (p< 0.05) and cognitive performance (p< 0.001). Higher quartiles of caffeine intake were associated with slower digit symbol speed (F =3.38, p< 0.02) but this finding was removed after allowing for SES. The results are discussed in terms of the withdrawal effects of caffeine during cognitive testing and strong links between SES and cognitive performance. No evidence in support of cognitive enhancing effects of caffeine was found. © 2010 IOS Press and the authors. All rights reserved.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	KYLLONEN, PATRICK CHARLES	1984	thesis	INFORMATION PROCESSING ANALYSIS OF SPATIAL ABILITY (INTELLIGENCE, COGNITION, VISUALIZATION)		https://www.proquest.com/dissertations-theses/information-processing-analysis-spatial-ability/docview/303316495/se-2?accountid=11531	The goal of this study was to develop an information processing account of mental paper folding by examining various measures of performance. The task administered to 56 subjects required them to imagine the folding, hole-punching, and unfolding of paper, depicted in a sequence of line drawings. Analysis concentrated on the kinds of errors subjects made as a function of both item characteristics and ability levels. It was found that a small set of error types produced most of the errors, and that the errors that best discriminated between high and low spatial ability subjects were errors involving the forgetting of presented information. Analysis of latency differences at various processing stages suggested that besides the ability to remember material, spatial ability is related to the speed with which material can be encoded into the memory system. The pattern of latencies for different groups suggested that low ability subjects failed to rehearse memorial information sufficiently or failed to properly encode folding patterns, thus resulting in excessively long latencies at later processing stages when the necessary material had to be retrieved. There was some evidence that as item demands increased, low ability groups abandoned solution attempts when the amount of information exceeded memory capacity. A convergence of evidence suggested that high ability subjects constructed a complete representation of the solution pattern before going on to the response stage, whereas lower ability groups constructed only a partial representation. Also, experience with paper folding items and treatments may have raised scores on a related test of spatial ability, the Surface Development test, which was administered both two months prior to and immediately following the paper folding session. To account for these and other results a model of saptial thinking and a model of individual differences were presented. The spatial thinking model is compared to other accounts and it is suggested that the goals of a theory of spatial ability are not the same as the goals of some theories of visual information processing and some theories of imagery. The proposed spatial thinking and individual differences model is analyzed with respect to the general-process vs. domain-specific-knowledge controversy.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	La Femina, Floriana; Senese, Vicenzo Paolo; Grossi, Dario; Venuti, Paola	2009	journalArticle	A battery for the assessment of visuo-spatial abilities involved in drawing tasks.	The Clinical neuropsychologist	https://doi.org/10.1080/13854040802572426	Drawing ability is a complex cognitive process that involves different aspects of visuo-spatial skills. To date, the link between these functions has not been deeply  investigated because of the absence of a standardized test that globally analyzes  the basic aspects of visuo-spatial processes. The aim of this study was to examine  the dimensionality, reliability, and validity of a new battery assessing basic  visuo-spatial abilities implied in drawing tasks. A total of 370 children (aged 4-11  years) participated in the study. In order to analyze the psychometric properties of  the battery subscales, data were analyzed with a Rasch model and compared with other  standardized tests. For each subscale items were compared and ordered on the latent  trait, and the misfitting items eliminated. The results of this study provide  evidence for the reliability and validity of the battery, and indicate that the  battery can be a valid tool for researchers interested in investigating the  development of visuo-spatial abilities and the relationship between basic  visuo-spatial abilities and general cognitive abilities.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	LA PAGLIA, F.; Francomano, M.M.; Riva, G.; LA BARBERA, D.	2018	journalArticle	Educational robotics to develop executive functions visual spatial abilities, planning and problem solving.	Annual Review of CyberTherapy and Telemedicine	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067859159&partnerID=40&md5=fd7788fe18fc4577171ed8aa6b92cbd5	Educational robotics is an innovative learning tool that offers students the opportunities to develop higher-order thinking skills. This research aims to verify the effectiveness of educational robotics on the mental processes of planning and problem solving. Robotics education involved in a curricular laboratory (10 meetings, two hours each, once a week) with 15 children, attending their fifth year at primary school. The proposed methodology was divided into three phases: Pre-test, Practice and Post-Test. The main finding was a significant improvement in visuo-spatial attention and a significant effect on robot programming skills. These data provide scientific support to the hypothesis that robotics activities are suitable in progressively improving abilities in planning and controlling complex tasks in children, fostering executive functions development. © 2018, Interactive Media Institute. All rights reserved.	SK	0	1	0	0	0	0	0		AE	0	0	1	0	0	0	0		2	3	0	3	3	0	0	1
database	Labarthe, J.C.	1997	journalArticle	Are boys better than girls at building a tower or a bridge at 2 years of age?	Archives of Disease in Childhood	https://doi.org/10.1136/adc.77.2.140	This study was designed to look at the differences in visuospatial abilities between boys and girls before they can speak fluently. At the mandatory two year follow up visit, children were given the opportunity to build a tower and a bridge. In children whose birth weight was ≤ 2500 g, the capacity for erecting a tower was the same in both sexes, but for building a bridge striking differences were noted according to their sex. Among the 376 children of this category, 41 out of 199 boys (21%) were able to build a bridge in comparison with 15 out of 177 girls (8%). This difference is highly significant. In children whose birth weight was ≤ 2500 g, no differences were noted either for building a tower or a bridge. By showing that boys outnumber girls among the most skilled toddlers in spatial abilities, this work confirmed the action of a male related factor on cerebral lateralisation.	SK	0	0	0	0	1	0	0	could block building be counted as mental rotation? Since you need to check the orientations of the blocks. According to me it seems promising	AE	0	0	0	0	1	0	0		5	5	1	NA	5	0	0	1
database	Labranche, Leah; Wilson, Timothy D.; Terrell, Mark; Kulesza, Randy J.	2021	journalArticle	Learning in Stereo: The Relationship Between Spatial Ability and 3D Digital Anatomy Models.	Anatomical sciences education	https://doi.org/10.1002/ase.2057	Three-dimensional (3D) digital anatomical models show potential to demonstrate complex anatomical relationships; however, the literature is inconsistent as to  whether they are effective in improving the anatomy performance, particularly for  students with low spatial visualization ability (Vz). This study investigated the  educational effectiveness of a 3D stereoscopic model of the pelvis, and the  relationship between learning with 3D models and Vz. It was hypothesized that  participants learning with a 3D pelvis model would outperform participants learning  with a two-dimensional (2D) visualization or cadaveric specimen on a spatial anatomy  test, particularly when comparing those with low Vz. Participants (n = 64) were  stratified into three experimental groups, who each attended a learning session with  either a 3D stereoscopic model (n = 21), 2D visualization (n = 21), or cadaveric  specimen (n = 22) of the pelvis. Medical and pre-medical student participants  completed a multiple-choice pre-test and post-test during their respective learning  session, and a long-term retention (LTR) test 2 months later. Results showed no  difference in anatomy test improvement or LTR performance between the experimental  groups. A simple linear regression analysis showed that within the 3D group,  participants with high Vz tended to retain more than those with low Vz on the LTR  test (R(2)  = 0.31, P = 0.01). The low Vz participants may be cognitively overloaded  by the complex spatial cues from the 3D stereoscopic model. Results of this study  should inform resource selection and curriculum design for health professional  students, with attention to the impact of Vz on learning.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Labuschagne, Izelle; Cassidy, Amy Mulick; Scahill, Rachael I.; Johnson, Eileanoir B.; Rees, Elin; O'Regan, Alison; Queller, Sarah; Frost, Chris; Leavitt, Blair R.; Dürr, Alexandra; Roos, Raymond; Owen, Gail; Borowsky, Beth; Tabrizi, Sarah J.; Stout, Julie C.	2016	journalArticle	Visuospatial Processing Deficits Linked to Posterior Brain Regions in Premanifest and Early Stage Huntington's Disease.	Journal of the International Neuropsychological Society : JINS	https://doi.org/10.1017/S1355617716000321	OBJECTIVES: Visuospatial processing deficits have been reported in Huntington's disease (HD). To date, no study has examined associations between visuospatial  cognition and posterior brain findings in HD. METHODS: We compared 119 premanifest  (55> and 64<10.8 years to expected disease onset) and 104 early symptomatic (59  stage-1 and 45 stage-2) gene carriers, with 110 controls on visual search and mental  rotation performance at baseline and 12 months. In the disease groups, we also  examined associations between task performance and disease severity, functional  capacity and structural brain measures. RESULTS: Cross-sectionally, there were  strong differences between all disease groups and controls on visual search, and  between diagnosed groups and controls on mental rotation accuracy. Only the  premanifest participants close to onset took longer than controls to respond  correctly to mental rotation. Visual search negatively correlated with disease  burden and motor symptoms in diagnosed individuals, and positively correlated with  functional capacity. Mental rotation ("same") was negatively correlated with motor  symptoms in stage-2 individuals, and positively correlated with functional capacity.  Visual search and mental rotation were associated with parieto-occipital  (pre-/cuneus, calcarine, lingual) and temporal (posterior fusiform) volume and  cortical thickness. Longitudinally, visual search deteriorated over 12 months in  stage-2 individuals, with no evidence of declines in mental rotation. CONCLUSIONS:  Our findings provide evidence linking early visuospatial deficits to functioning and  posterior cortical dysfunction in HD. The findings are important since large  research efforts have focused on fronto-striatal mediated cognitive changes, with  little attention given to aspects of cognition outside of these areas. (JINS, 2016,  22, 595-608).	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Lachance, Jennifer A.; Mazzocco, Michèle M. M.	2006	journalArticle	A longitudinal analysis of sex differences in math and spatial skills in primary school age children.	Learning and individual differences	https://doi.org/10.1016/j.lindif.2005.12.001	We report on a longitudinal study designed to assess possible sex differences in math achievement, math ability, and math-related tasks during the primary school age  years. Participants included over 200 children from one public school district.  Annual assessments included measures of math ability, math calculation achievement  scores, rapid naming and decoding tasks, visual perception tests, visual motor  tasks, and reading skills. During select years of the study we also administered  tests of counting and math facts skills. We examined whether girls or boys were  overrepresented among the bottom or top performers on any of these tasks, relative  to their peers, and whether growth rates or predictors of math-related skills  differed for boys and girls. Our findings support the notion that sex differences in  math are minimal or nonexistent on standardized psychometric tests routinely given  in assessments of primary school age children. There was no persistent finding  suggesting a male or female advantage in math performance overall, during any single  year of the study, or in any one area of math or spatial skills. Growth rates for  all skills, and early correlates of later math performance, were comparable for boys  and girls. The findings fail to support either persistent or emerging sex  differences on non-specialized math ability measures during the primary school age  years.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Lachmann, Thomas; Schumacher, Bettina; van Leeuwen, Cees	2009	journalArticle	Controlled but independent: effects of mental rotation and developmental dyslexia in dual-task settings.	Perception	https://doi.org/10.1068/p6313	In two experiments, we compared the performance of normal-reading (n = 26) and dyslexic children (n = 22) in discriminating letters from their mirrored images. In  experiment 1, they were always presented in the upright orientation; in experiment  2, they were presented in different angular orientations (0 degrees, 90 degrees, 180  degrees). In order to determine whether task and dyslexia affect reaction times in  early or late stages of processing, a dual-task paradigm was adopted in which the  primary task was tone discrimination. Stimulus onset asynchrony (SOA) between first  and second task was systematically varied (50 ms versus 400 ms). In both experiments  dyslexics were slower overall than controls. No effects of mirror-image letters were  found. In experiment 2, mental-rotation effects were additive with SOA. In  accordance with earlier findings we concluded that the mental-rotation effect  involves central processing capacity. Mental-rotation effects were the same for  normal-reading and dyslexic children; mental rotation is not impaired in dyslexia.  Remarkably, SOA effects were larger in normal readers than in dyslexics. This result  was explained by observing that dyslexics experience decision difficulties already  on the first task. As a result, they do not benefit optimally from increased  latencies between first and second tasks.	SK	0	0	1	0	0	0	0		AE	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
